Country,DevType,EdLevel,Employment,YearsCodePro,Age,ConvertedCompYearly,JobSat,RemoteWork,LanguageHaveWorkedWith,OpSys
India,Desktop developer,Bachelors degree,Employed full-time,3,45-54 years old,24720.535430478532,5,Hybrid,JavaScript;Java;Kotlin,Windows
United States,Embedded developer,Bachelors degree,Employed full-time,18,25-34 years old,,4,Hybrid,Kotlin;Python,Linux
United States,Embedded developer,Secondary school,Employed full-time,11,25-34 years old,137705.1264173192,4,Hybrid,Kotlin;PHP;C#,Windows
Poland,DevOps specialist,Bachelors degree,Employed full-time,15,25-34 years old,77580.28309114015,5,In-person,Rust;C#,Windows
India,Embedded developer,Bachelors degree,Student,21,18-24 years old,6070.184080231436,4,In-person,PHP;TypeScript;Java,macOS
Brazil,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,20,25-34 years old,,3,Hybrid,Kotlin,macOS
Germany,Embedded developer,Bachelors degree,Employed full-time,5,25-34 years old,80624.23365168131,1,Hybrid,Java;C#,Linux
Canada,Front-end developer,Masters degree,Employed part-time,24,18-24 years old,54539.86503954831,4,In-person,Rust,macOS
India,DevOps specialist,Masters degree,Employed full-time,12,25-34 years old,36700.426645755964,5,Remote,Rust,Windows
Germany,Data scientist or machine learning specialist,Bachelors degree,Self-employed,4,35-44 years old,80623.8403582055,5,In-person,PHP;TypeScript,Linux
India,Mobile developer,Bachelors degree,Employed full-time,15,25-34 years old,61651.22480712025,5,In-person,Python;Go,Linux
United States,Mobile developer,Bachelors degree,Employed full-time,9,18-24 years old,,5,Remote,JavaScript;Kotlin;TypeScript;Go,Windows
United Kingdom,Mobile developer,Bachelors degree,Employed full-time,7,25-34 years old,,4,In-person,Python;Kotlin,Windows
United States,Mobile developer,Bachelors degree,Employed part-time,10,35-44 years old,101829.94976975617,4,In-person,TypeScript;Python;C#;PHP,Linux
United States,Front-end developer,Associate degree,Employed part-time,29,35-44 years old,132082.1491087809,5,Hybrid,C++;Rust;JavaScript,macOS
Germany,Embedded developer,Masters degree,Employed full-time,28,35-44 years old,,4,In-person,C++;TypeScript;C#,Linux
United States,Full-stack developer,Masters degree,Employed full-time,23,18-24 years old,126926.25420449773,4,Hybrid,Kotlin,Windows
Netherlands,Data scientist or machine learning specialist,Bachelors degree,Freelancer,Less than 1 year,35-44 years old,47399.031373033176,2,Hybrid,C#;C++;Python;PHP,Windows
Netherlands,Front-end developer,Bachelors degree,Employed full-time,13,35-44 years old,45316.76267757972,5,Hybrid,JavaScript;PHP,Windows
Australia,Mobile developer,Masters degree,Employed full-time,29,18-24 years old,,4,Hybrid,JavaScript;C++;PHP,Windows
India,Desktop developer,Masters degree,Not employed,8,25-34 years old,,4,Remote,JavaScript;TypeScript,macOS
United States,Embedded developer,Some college,Self-employed,12,25-34 years old,141690.0106058185,4,Hybrid,C++;PHP;TypeScript,Linux
Australia,Full-stack developer,Bachelors degree,Employed full-time,22,35-44 years old,59496.22632941041,4,Hybrid,Java;C#,Linux
India,Desktop developer,Masters degree,Self-employed,24,18-24 years old,37553.60835748949,3,Remote,Java;JavaScript;Kotlin;Python,macOS
Netherlands,DevOps specialist,Bachelors degree,Student,19,25-34 years old,93292.8364393255,5,Remote,Python;Rust;PHP,Windows
Netherlands,Desktop developer,Secondary school,Employed full-time,26,45-54 years old,65275.11169645152,3,Remote,C++;Go;Rust,Linux
Brazil,DevOps specialist,Masters degree,Employed full-time,26,35-44 years old,48824.00855875319,3,Remote,Rust;Java;JavaScript,Windows
United States,DevOps specialist,Masters degree,Employed full-time,30,55-64 years old,129345.0443036558,4,Remote,Java;Kotlin,Windows
India,Mobile developer,Bachelors degree,Freelancer,1,65 years or older,14114.077073714161,4,Hybrid,Go;PHP;Java;C++,Windows
Brazil,DevOps specialist,Masters degree,Employed part-time,16,18-24 years old,49911.54633405661,5,In-person,JavaScript;PHP;TypeScript,macOS
United States,Back-end developer,Bachelors degree,Employed full-time,22,35-44 years old,,5,Hybrid,Java;Go,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Student,17,25-34 years old,138525.14982168784,5,Hybrid,JavaScript;Rust;PHP;C#,Windows
Germany,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,25,45-54 years old,,2,Hybrid,C++;Python;PHP;JavaScript,Linux
Australia,Mobile developer,Masters degree,Employed full-time,30,25-34 years old,63641.96491631724,2,Hybrid,C#;Python;Rust,Windows
United Kingdom,Back-end developer,Bachelors degree,Employed full-time,18,65 years or older,39280.76142786721,4,Hybrid,Kotlin;Go;Python;PHP,Windows
Germany,Desktop developer,Bachelors degree,Employed full-time,11,35-44 years old,,3,In-person,Go;C++,macOS
United States,Front-end developer,Secondary school,Student,18,35-44 years old,104761.17523729833,5,Hybrid,Go;Kotlin,Windows
Germany,Desktop developer,Bachelors degree,Employed full-time,7,18-24 years old,72165.82556596352,4,Hybrid,Python;PHP,macOS
Poland,Embedded developer,Masters degree,Student,18,18-24 years old,77556.52062478251,5,Remote,TypeScript,Linux
United States,Front-end developer,Bachelors degree,Employed full-time,26,35-44 years old,,3,Hybrid,JavaScript;Go;Rust;Python,Windows
India,DevOps specialist,Bachelors degree,Employed full-time,8,18-24 years old,24559.39854966119,4,Hybrid,Java;C#,Windows
Brazil,Full-stack developer,Some college,Freelancer,6,35-44 years old,,4,Hybrid,Python,Linux
Canada,Front-end developer,Bachelors degree,Employed full-time,30,18-24 years old,,3,In-person,Go;Java;JavaScript;Python,Windows
United Kingdom,Full-stack developer,Masters degree,Employed full-time,7,35-44 years old,,4,Hybrid,JavaScript;Rust,Linux
United Kingdom,Data scientist or machine learning specialist,Masters degree,Employed full-time,23,25-34 years old,,4,Remote,Python;C++,macOS
India,Full-stack developer,Masters degree,Student,More than 50 years,35-44 years old,9935.924368180584,4,Remote,Rust;Python;Kotlin;JavaScript,macOS
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,22,35-44 years old,117728.15676596071,4,Remote,Go;JavaScript;Kotlin;Python,Linux
France,Back-end developer,Bachelors degree,Employed full-time,10,25-34 years old,49131.59140446966,1,In-person,C++;TypeScript;Rust,macOS
France,Back-end developer,Bachelors degree,Employed full-time,11,18-24 years old,85277.11878192777,4,Hybrid,JavaScript;C#;Java,Windows
Brazil,Mobile developer,Some college,Employed full-time,25,18-24 years old,,3,Remote,PHP,Windows
Australia,Mobile developer,Masters degree,Self-employed,13,25-34 years old,44316.722832803345,1,In-person,JavaScript,macOS
India,DevOps specialist,Secondary school,Employed full-time,9,25-34 years old,,3,Remote,C++;Go;Java,Windows
India,Front-end developer,Secondary school,Employed full-time,Less than 1 year,35-44 years old,47423.76285139809,3,Remote,TypeScript;Rust;C#,Linux
Canada,DevOps specialist,Secondary school,Employed full-time,7,25-34 years old,92001.95693640957,4,In-person,C++;C#;Java,Linux
Germany,Data scientist or machine learning specialist,Masters degree,Employed full-time,9,25-34 years old,,2,Remote,Go;TypeScript,Windows
United Kingdom,DevOps specialist,Bachelors degree,Not employed,13,25-34 years old,75140.64130107955,4,Hybrid,Python,Windows
Canada,Full-stack developer,Some college,Employed full-time,26,18-24 years old,,4,Remote,Rust;PHP;Kotlin,Linux
Brazil,Data scientist or machine learning specialist,Masters degree,Freelancer,3,25-34 years old,5000.0,4,Remote,Go;Python,macOS
United States,Mobile developer,Bachelors degree,Employed full-time,3,65 years or older,,5,In-person,TypeScript,Windows
India,Back-end developer,Secondary school,Employed full-time,1,45-54 years old,24963.42482311799,4,Hybrid,Kotlin;Python;PHP,Linux
United States,Mobile developer,Secondary school,Student,21,25-34 years old,,4,Remote,JavaScript;Rust;C#,Windows
Germany,Front-end developer,Masters degree,Employed full-time,More than 50 years,25-34 years old,76077.94694066413,5,Hybrid,Python;JavaScript;Kotlin,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Self-employed,Less than 1 year,45-54 years old,93474.75676101686,4,Hybrid,PHP;Python;Go;JavaScript,Windows
India,Data scientist or machine learning specialist,Bachelors degree,Freelancer,20,25-34 years old,36148.17113702371,4,Hybrid,C#;TypeScript;Go,Windows
India,Full-stack developer,Some college,Employed full-time,2,18-24 years old,37644.326280637004,4,Remote,PHP,Linux
United States,Front-end developer,Other doctoral degree,Employed full-time,More than 50 years,18-24 years old,133646.77564119318,4,Hybrid,Go;Python;Java;JavaScript,Linux
Germany,Back-end developer,Bachelors degree,Self-employed,25,25-34 years old,93931.54007146772,5,Hybrid,Java;Go,BSD
United States,Desktop developer,Bachelors degree,Employed full-time,3,55-64 years old,,3,Remote,Java;Go,Windows
United States,Data scientist or machine learning specialist,Secondary school,Employed full-time,15,35-44 years old,,3,Hybrid,C++;Python,macOS
France,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,24,18-24 years old,58583.2630416782,3,Hybrid,Go;C#,Linux
India,Full-stack developer,Masters degree,Employed full-time,More than 50 years,18-24 years old,26822.49734506754,4,Hybrid,Kotlin,Windows
United States,DevOps specialist,Associate degree,Self-employed,6,35-44 years old,122153.98898213237,3,Hybrid,Kotlin,Windows
India,Embedded developer,Bachelors degree,Employed full-time,30,45-54 years old,,4,Hybrid,PHP;Python;TypeScript;Java,Linux
Canada,Back-end developer,Masters degree,Employed full-time,13,35-44 years old,72873.37506044982,5,Hybrid,PHP,macOS
United States,Mobile developer,Bachelors degree,Employed full-time,21,35-44 years old,,5,Hybrid,C#;C++,Linux
Germany,Front-end developer,Bachelors degree,Employed full-time,1,18-24 years old,119129.37959769345,4,Hybrid,TypeScript;C#,Linux
United States,Data scientist or machine learning specialist,Some college,Employed full-time,More than 50 years,45-54 years old,121592.9916522785,5,Hybrid,Rust;Java;PHP;Python,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Self-employed,20,35-44 years old,,4,Remote,TypeScript,Windows
India,Mobile developer,Associate degree,Employed full-time,19,25-34 years old,49736.64932254533,4,In-person,Java;Kotlin,Windows
India,Back-end developer,Masters degree,Self-employed,1,35-44 years old,,5,Hybrid,Python,Windows
Germany,Embedded developer,Bachelors degree,Student,28,18-24 years old,58970.32156337987,4,Remote,Python,macOS
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,Less than 1 year,18-24 years old,52031.09450021266,4,Hybrid,C#;Rust;JavaScript,macOS
Poland,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,21,18-24 years old,51067.13906370787,3,Hybrid,TypeScript;Go,Windows
India,Embedded developer,Bachelors degree,Employed full-time,22,18-24 years old,37245.39620210785,4,Hybrid,Java,macOS
United States,Back-end developer,Bachelors degree,Employed full-time,2,25-34 years old,,5,Hybrid,Python,Windows
Canada,Mobile developer,Bachelors degree,Student,More than 50 years,25-34 years old,38445.585084167964,4,Hybrid,TypeScript;PHP;C#,Windows
United States,Full-stack developer,Masters degree,Student,15,25-34 years old,126863.17108394833,4,Remote,Rust,Windows
India,DevOps specialist,Some college,Employed full-time,14,25-34 years old,37458.88060826616,4,Hybrid,Go;Python;C#,Windows
United States,Front-end developer,Masters degree,Employed full-time,19,25-34 years old,,5,Remote,C++;Rust;TypeScript,Windows
United States,Data scientist or machine learning specialist,Some college,Not employed,11,18-24 years old,104259.27442133402,3,In-person,Rust,Windows
Netherlands,Back-end developer,Bachelors degree,Freelancer,30,35-44 years old,40434.687014675204,4,Remote,Rust,Windows
France,Full-stack developer,Bachelors degree,Employed full-time,15,25-34 years old,49867.30332424161,2,Remote,C++,Windows
United Kingdom,Front-end developer,Masters degree,Employed full-time,6,25-34 years old,64797.4550456945,4,In-person,C++,Linux
India,Desktop developer,Masters degree,Employed full-time,20,45-54 years old,54709.54738545099,4,In-person,Python,Windows
United States,Back-end developer,Bachelors degree,Freelancer,9,35-44 years old,79051.25628458499,1,Hybrid,Python;Java,macOS
United States,Back-end developer,Some college,Employed full-time,5,45-54 years old,115585.42486083267,4,Hybrid,Go,macOS
United States,Front-end developer,Some college,Employed full-time,20,25-34 years old,,4,Remote,C#;TypeScript;Go,macOS
India,Full-stack developer,Masters degree,Employed full-time,2,18-24 years old,5000.0,2,Remote,JavaScript;C++;C#;PHP,Linux
United Kingdom,Desktop developer,Bachelors degree,Employed full-time,6,35-44 years old,79339.13290689632,4,Hybrid,C++,Linux
United Kingdom,Embedded developer,Some college,Employed full-time,26,18-24 years old,70892.49148998677,3,Hybrid,Go;PHP;C++;Python,Windows
United States,Embedded developer,Masters degree,Freelancer,18,25-34 years old,128988.67031894524,4,Hybrid,Python;Rust;Java;JavaScript,macOS
Netherlands,Mobile developer,Some college,Employed full-time,28,18-24 years old,78420.51679461986,4,Remote,Kotlin;C++,Windows
Canada,Full-stack developer,Some college,Employed full-time,29,45-54 years old,,4,Hybrid,C#;Rust,Windows
Germany,DevOps specialist,Some college,Employed full-time,23,18-24 years old,66347.24967332944,5,In-person,Kotlin;Java;Go;JavaScript,Windows
Germany,Data scientist or machine learning specialist,Masters degree,Employed full-time,19,45-54 years old,118714.61233445149,4,Hybrid,C++;Go,Windows
India,Front-end developer,Bachelors degree,Employed full-time,9,45-54 years old,20068.578914808513,1,Remote,TypeScript;PHP;C++,Windows
United States,Mobile developer,Masters degree,Employed full-time,More than 50 years,25-34 years old,134702.6422610818,5,In-person,TypeScript;Rust;Go,BSD
India,Desktop developer,Masters degree,Employed full-time,27,35-44 years old,25127.6308192663,4,Remote,C#;Kotlin;JavaScript;Python,Windows
Canada,Front-end developer,Some college,Employed full-time,21,35-44 years old,,1,Remote,C#,macOS
United States,Front-end developer,Bachelors degree,Employed full-time,24,35-44 years old,79107.41992397464,5,In-person,Rust;JavaScript,Windows
United States,Full-stack developer,Bachelors degree,Employed full-time,27,25-34 years old,108420.3156012019,3,Hybrid,Python;JavaScript;Java,Linux
United States,Data scientist or machine learning specialist,Secondary school,Freelancer,6,35-44 years old,141122.02503339978,4,Hybrid,Python;C++,Linux
United States,DevOps specialist,Some college,Not employed,14,25-34 years old,135765.8331327201,4,Hybrid,Python;C++,Linux
Brazil,Embedded developer,Other doctoral degree,Employed full-time,28,55-64 years old,,4,In-person,Go;JavaScript,Windows
United Kingdom,Back-end developer,Some college,Employed full-time,26,25-34 years old,,5,In-person,Java;Go,Linux
India,Back-end developer,Masters degree,Not employed,24,25-34 years old,57317.449802446274,4,Hybrid,JavaScript;Kotlin;Java,Windows
United States,Front-end developer,Masters degree,Employed full-time,29,35-44 years old,100702.13399627231,2,Hybrid,PHP,Linux
India,Embedded developer,Secondary school,Student,13,45-54 years old,29256.487973399373,5,Remote,C++;PHP,Linux
India,Embedded developer,Masters degree,Not employed,11,25-34 years old,24792.954201845267,5,Remote,Kotlin;PHP;C++,Windows
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,12,18-24 years old,116522.52359370828,4,Hybrid,TypeScript,Windows
